id,label
id_274,0
id_275,0
id_276,1
id_277,0
id_278,1
id_279,1
id_280,0
id_281,1
id_282,0
id_283,0
id_284,0
id_285,1
id_286,0
id_287,1
id_288,0
id_289,1
id_290,1
id_291,1
id_292,0
id_293,0
id_294,1
id_295,1
id_296,1
id_297,0
id_298,1
id_299,0
id_300,0
id_301,1
id_302,0
id_303,1
id_304,1
id_305,1
id_306,1
id_307,1
id_308,1
id_309,0
id_310,0
id_311,0
id_312,1
id_313,0
id_314,1
id_315,1
id_316,0
id_317,0
id_318,0
id_319,1
id_320,1
id_321,0
id_322,0
id_323,1
id_324,0
id_325,0
id_326,1
id_327,1
id_328,1
id_329,0
id_330,0
id_331,1
id_332,0
id_333,1
id_334,1
id_335,1
id_336,1
id_337,1
id_338,1
id_339,0
id_340,1
id_341,1
id_342,0
id_343,1
id_344,1
id_345,1
id_346,0
id_347,1
id_348,1
id_349,1
id_350,1
id_351,1
id_352,1
id_353,1
id_354,1
id_355,1
id_356,1
id_357,0
id_358,0
id_359,0
id_360,1
id_361,1
id_362,0
id_363,0
id_364,1
id_365,1
id_366,0
id_367,0
id_368,0
id_369,1
id_370,1
id_371,0
id_372,0
id_373,1
id_374,0
id_375,1
id_376,1
id_377,0
id_378,0
id_379,0
id_380,0
id_381,1
id_382,0
id_383,1
id_384,1
id_385,1
id_386,1
id_387,1
id_388,1
id_389,1
id_390,1
id_391,0
id_392,1
id_393,1
id_394,1
id_395,0
id_396,0
id_397,0
id_398,0
id_399,0
id_400,1
id_401,0
id_402,0
id_403,1
id_404,1
id_405,0
id_406,1
id_407,1
id_408,0
id_409,1
id_410,1
id_411,1
id_412,1
id_413,1
id_414,0
id_415,1
id_416,1
id_417,0
id_418,0
id_419,0
id_420,0
id_421,0
id_422,0
id_423,0
id_424,0
id_425,1
id_426,0
id_427,0
id_428,1
id_429,1
id_430,0
id_431,1
id_432,1
id_433,1
id_434,1
id_435,0
id_436,1
id_437,1
id_438,0
id_439,0
id_440,1
id_441,1
id_442,0
id_443,1
id_444,0
id_445,1
id_446,0
id_447,1
id_448,0
id_449,1
id_450,1
id_451,1
id_452,0
id_453,1
id_454,0
id_455,0
id_456,0
id_457,1
id_458,1
id_459,1
id_460,0
id_461,1
id_462,1
id_463,0
id_464,0
id_465,0
id_466,1
id_467,1
id_468,0
id_469,1
id_470,1
id_471,0
id_472,0
id_473,0
id_474,1
id_475,0
id_476,1
id_477,1
id_478,0
id_479,1
id_480,0
id_481,1
id_482,0
id_483,1
id_484,0
id_485,0
id_486,0
id_487,1
id_488,0
id_489,0
id_490,1
id_491,1
id_492,0
id_493,1
id_494,1
id_495,0
id_496,1
id_497,1
id_498,0
id_499,0
id_500,0
id_501,1
id_502,1
id_503,0
id_504,1
id_505,1
id_506,0
id_507,1
id_508,1
id_509,1
id_510,1
id_511,1
id_512,1
id_513,0
id_514,1
id_515,1
id_516,0
id_517,0
id_518,0
id_519,0
id_520,0
id_521,0
id_522,1
id_523,0
id_524,1
id_525,1
id_526,1
id_527,1
id_528,1
id_529,0
id_530,0
id_531,0
id_532,1
id_533,0
id_534,1
id_535,1
id_536,1
id_537,1
id_538,1
id_539,1
id_540,1
id_541,1
id_542,1
id_543,0
id_544,1
id_545,1
id_546,1
id_547,1
id_548,1
id_549,0
id_550,0
id_551,1
id_552,0
id_553,1
id_554,0
id_555,1
id_556,0
id_557,1
id_558,1
id_559,0
id_560,0
id_561,1
id_562,1
id_563,1
id_564,0
id_565,0
id_566,0
id_567,1
id_568,0
id_569,0
id_570,1
id_571,1
id_572,0
id_573,1
id_574,1
id_575,1
id_576,1
id_577,0
id_578,1
id_579,1
id_580,0
id_581,0
id_582,1
id_583,1
id_584,1
id_585,1
id_586,0
id_587,1
id_588,1
id_589,1
id_590,1
id_591,1
id_592,0
id_593,1
id_594,1
id_595,1
id_596,0
id_597,1
id_598,0
id_599,1
id_600,0
id_601,1
id_602,1
id_603,1
id_604,0
id_605,0
id_606,0
id_607,0
id_608,0
id_609,0
id_610,1
id_611,1
id_612,0
id_613,0
id_614,0
id_615,1
id_616,0
id_617,0
id_618,1
id_619,1
id_620,1
id_621,0
id_622,0
id_623,0
id_624,1
id_625,0
id_626,1
id_627,0
id_628,0
id_629,0
id_630,0
id_631,0
id_632,0
id_633,0
id_634,1
id_635,0
id_636,0
id_637,0
id_638,0
id_639,1
id_640,0
id_641,1
id_642,1
id_643,1
id_644,1
id_645,1
id_646,1
id_647,1
id_648,0
id_649,1
id_650,1
id_651,1
id_652,1
id_653,1
id_654,0
id_655,1
id_656,0
id_657,1
id_658,0
id_659,0
id_660,1
id_661,1
id_662,0
id_663,0
id_664,1
id_665,0
id_666,0
id_667,0
id_668,1
id_669,0
id_670,1
id_671,1
id_672,0
id_673,1
id_674,0
id_675,1
id_676,1
id_677,0
id_678,1
id_679,0
id_680,1
id_681,0
id_682,1
id_683,1
id_684,1
id_685,1
id_686,1
id_687,0
id_688,0
id_689,0
id_690,0
id_691,1
id_692,1
id_693,1
id_694,0
id_695,1
id_696,0
id_697,1
id_698,0
id_699,0
id_700,1
id_701,0
id_702,1
id_703,1
id_704,0
id_705,0
id_706,0
id_707,1
id_708,0
id_709,0
id_710,0
id_711,1
id_712,0
id_713,1
id_714,0
id_715,1
id_716,0
id_717,1
id_718,0
id_719,1
id_720,1
id_721,1
id_722,0
id_723,0
id_724,1
id_725,1
id_726,1
id_727,0
id_728,1
id_729,0
id_730,0
id_731,0
id_732,0
id_733,0
id_734,1
id_735,1
id_736,1
id_737,0
id_738,1
id_739,1
id_740,1
id_741,1
id_742,1
id_743,0
id_744,0
id_745,0
id_746,1
id_747,0
id_748,0
id_749,1
id_750,0
id_751,1
id_752,1
id_753,0
id_754,1
id_755,0
id_756,1
id_757,1
id_758,1
id_759,1
id_760,0
id_761,1
id_762,1
id_763,0
id_764,0
id_765,0
id_766,0
id_767,0
id_768,0
id_769,0
id_770,0
id_771,1
id_772,0
id_773,0
id_774,1
id_775,0
id_776,0
id_777,1
id_778,0
id_779,0
id_780,0
id_781,0
id_782,0
id_783,1
id_784,1
id_785,1
id_786,1
id_787,0
id_788,0
id_789,0
id_790,0
id_791,0
id_792,1
id_793,0
id_794,0
id_795,0
id_796,0
id_797,0
id_798,0
id_799,1
id_800,1
id_801,1
id_802,0
id_803,0
id_804,1
id_805,1
id_806,0
id_807,1
id_808,0
id_809,1
id_810,1
id_811,0
id_812,0
id_813,1
id_814,1
id_815,0
id_816,1
id_817,0
id_818,0
id_819,1
id_820,0
id_821,1
id_822,0
id_823,0
id_824,0
id_825,0
id_826,0
id_827,0
id_828,1
id_829,1
id_830,1
id_831,1
id_832,0
id_833,1
id_834,0
id_835,1
id_836,0
id_837,1
id_838,1
id_839,0
id_840,1
id_841,0
id_842,0
id_843,1
id_844,1
id_845,1
id_846,1
id_847,1
id_848,0
id_849,0
id_850,0
id_851,0
id_852,0
id_853,1
id_854,1
id_855,0
id_856,0
id_857,1
id_858,1
id_859,1
id_860,1
id_861,1
id_862,0
id_863,1
id_864,1
id_865,0
id_866,0
id_867,1
id_868,0
id_869,1
id_870,0
id_871,1
id_872,0
id_873,1
id_874,0
id_875,0
id_876,1
id_877,0
id_878,1
id_879,1
id_880,0
id_881,0
id_882,0
id_883,0
id_884,1
id_885,0
id_886,1
id_887,1
id_888,0
id_889,0
id_890,1
id_891,1
id_892,0
id_893,1
id_894,1
id_895,1
id_896,0
id_897,0
id_898,1
id_899,1
id_900,0
id_901,0
id_902,1
id_903,0
id_904,1
id_905,1
id_906,0
id_907,0
id_908,1
id_909,0
id_910,1
id_911,1
id_912,0
id_913,0
id_914,0
id_915,0
id_916,0
id_917,0
id_918,0
id_919,1
id_920,1
id_921,1
id_922,0
id_923,1
id_924,0
id_925,0
id_926,0
id_927,0
id_928,0
id_929,1
id_930,0
id_931,1
id_932,0
id_933,0
id_934,0
id_935,0
id_936,1
id_937,0
id_938,0
id_939,0
id_940,1
id_941,1
id_942,1
id_943,1
id_944,0
id_945,1
id_946,0
id_947,1
id_948,1
id_949,0
id_950,1
id_951,1
id_952,0
id_953,1
id_954,0
id_955,0
id_956,1
id_957,1
id_958,1
id_959,1
id_960,1
id_961,0
id_962,0
id_963,1
id_964,1
id_965,0
id_966,1
id_967,0
id_968,1
id_969,1
id_970,0
id_971,0
id_972,1
id_973,1
id_974,1
id_975,1
id_976,0
id_977,1
id_978,0
id_979,0
id_980,0
id_981,1
id_982,0
id_983,1
id_984,1
id_985,1
id_986,0
id_987,1
id_988,1
id_989,1
id_990,0
id_991,1
id_992,0
id_993,0
id_994,1
id_995,0
id_996,0
id_997,1
id_998,0
id_999,0
id_1000,1
id_1001,0
id_1002,1
id_1003,0
id_1004,1
id_1005,1
id_1006,0
id_1007,0
id_1008,1
id_1009,1
id_1010,0
id_1011,1
id_1012,1
id_1013,1
id_1014,1
id_1015,0
id_1016,1
id_1017,0
id_1018,0
id_1019,0
id_1020,0
id_1021,1
id_1022,1
id_1023,1
id_1024,1
id_1025,1
id_1026,1
id_1027,1
id_1028,1
id_1029,0
id_1030,0
id_1031,1
id_1032,0
id_1033,1
id_1034,0
id_1035,1
id_1036,0
id_1037,1
id_1038,1
id_1039,0
id_1040,1
id_1041,0
id_1042,0
id_1043,0
id_1044,0
id_1045,1
id_1046,1
id_1047,1
id_1048,0
id_1049,0
id_1050,0
id_1051,1
id_1052,1
id_1053,1
id_1054,1
id_1055,1
id_1056,1
id_1057,1
id_1058,0
id_1059,0
id_1060,1
id_1061,1
id_1062,0
id_1063,1
id_1064,0
id_1065,0
id_1066,1
id_1067,1
id_1068,1
id_1069,1
id_1070,0
id_1071,1
id_1072,1
id_1073,1
id_1074,1
id_1075,1
id_1076,1
id_1077,1
id_1078,1
id_1079,1
id_1080,1
id_1081,0
id_1082,1
id_1083,1
id_1084,1
id_1085,1
id_1086,1
id_1087,0
id_1088,1
id_1089,0
id_1090,1
id_1091,0
id_1092,1
id_1093,0
id_1094,0
id_1095,1
id_1096,0
id_1097,1
id_1098,0
id_1099,1
id_1100,0
id_1101,0
id_1102,0
id_1103,0
id_1104,1
id_1105,1
id_1106,0
id_1107,0
id_1108,0
id_1109,0
id_1110,1
id_1111,0
id_1112,0
id_1113,1
id_1114,1
id_1115,1
id_1116,1
id_1117,1
id_1118,0
id_1119,1
id_1120,1
id_1121,0
id_1122,1
id_1123,1
id_1124,0
id_1125,1
id_1126,0
id_1127,1
id_1128,0
id_1129,0
id_1130,1
id_1131,0
id_1132,0
id_1133,0
id_1134,0
id_1135,0
id_1136,1
id_1137,1
id_1138,0
id_1139,1
id_1140,0
id_1141,1
id_1142,1
id_1143,0
id_1144,0
id_1145,0
id_1146,0
id_1147,0
id_1148,1
id_1149,0
id_1150,1
id_1151,1
id_1152,1
id_1153,1
id_1154,1
id_1155,1
id_1156,0
id_1157,0
id_1158,0
id_1159,0
id_1160,1
id_1161,0
id_1162,1
id_1163,0
id_1164,0
id_1165,1
id_1166,0
id_1167,1
id_1168,1
id_1169,1
id_1170,0
id_1171,0
id_1172,0
id_1173,1
id_1174,0
id_1175,1
id_1176,0
id_1177,1
id_1178,1
id_1179,1
id_1180,1
id_1181,1
id_1182,1
id_1183,1
id_1184,1
id_1185,1
id_1186,0
id_1187,1
id_1188,1
id_1189,1
id_1190,1
id_1191,0
id_1192,0
id_1193,0
id_1194,0
id_1195,1
id_1196,1
id_1197,1
id_1198,0
id_1199,0
id_1200,1
id_1201,1
id_1202,0
id_1203,0
id_1204,0
id_1205,1
id_1206,0
id_1207,1
id_1208,1
id_1209,1
id_1210,0
id_1211,0
id_1212,1
id_1213,0
id_1214,1
id_1215,1
id_1216,1
id_1217,1
id_1218,1
id_1219,0
id_1220,0
id_1221,1
id_1222,1
id_1223,0
id_1224,1
id_1225,1
id_1226,1
id_1227,1
id_1228,0
id_1229,1
id_1230,1
id_1231,0
id_1232,1
id_1233,1
id_1234,0
id_1235,0
id_1236,0
id_1237,1
id_1238,0
id_1239,1
id_1240,0
id_1241,1
id_1242,0
id_1243,1
id_1244,1
id_1245,1
id_1246,1
id_1247,0
id_1248,0
id_1249,1
id_1250,0
id_1251,1
id_1252,0
id_1253,1
id_1254,1
id_1255,1
id_1256,1
id_1257,1
id_1258,1
id_1259,0
id_1260,0
id_1261,1
id_1262,1
id_1263,1
id_1264,1
id_1265,0
id_1266,0
id_1267,1
id_1268,0
id_1269,1
id_1270,1
id_1271,1
id_1272,0
id_1273,1
id_1274,0
id_1275,0
id_1276,1
id_1277,0
id_1278,1
id_1279,0
id_1280,0
id_1281,1
id_1282,1
id_1283,1
id_1284,0
id_1285,1
id_1286,0
id_1287,0
id_1288,1
id_1289,1
id_1290,0
id_1291,1
id_1292,0
id_1293,0
id_1294,0
id_1295,1
id_1296,1
id_1297,1
id_1298,1
id_1299,0
id_1300,0
id_1301,0
id_1302,0
id_1303,1
id_1304,0
id_1305,0
id_1306,1
id_1307,0
id_1308,1
id_1309,1
id_1310,1
id_1311,0
id_1312,1
id_1313,0
id_1314,1
id_1315,1
id_1316,0
id_1317,1
id_1318,1
id_1319,1
id_1320,1
id_1321,0
id_1322,1
id_1323,0
id_1324,1
id_1325,0
id_1326,0
id_1327,1
id_1328,1
id_1329,1
id_1330,0
id_1331,1
id_1332,1
id_1333,1
id_1334,1
id_1335,0
id_1336,0
id_1337,0
id_1338,0
id_1339,0
id_1340,1
id_1341,1
id_1342,0
id_1343,1
id_1344,0
id_1345,1
id_1346,1
id_1347,1
id_1348,1
id_1349,0
id_1350,1
id_1351,1
id_1352,0
id_1353,1
id_1354,0
id_1355,0
id_1356,0
id_1357,0
id_1358,1
id_1359,1
id_1360,1
id_1361,1
id_1362,1
id_1363,0
id_1364,1
id_1365,0
id_1366,1
id_1367,1
id_1368,0
id_1369,1
id_1370,0
id_1371,1
id_1372,0
id_1373,1
id_1374,1
id_1375,0
id_1376,1
id_1377,0
id_1378,0
id_1379,1
id_1380,0
id_1381,1
id_1382,0
id_1383,0
id_1384,0
id_1385,1
id_1386,1
id_1387,1
id_1388,1
id_1389,0
id_1390,0
id_1391,1
id_1392,1
id_1393,1
id_1394,0
id_1395,0
id_1396,0
id_1397,1
id_1398,1
id_1399,1
id_1400,0
id_1401,0
id_1402,1
id_1403,0
id_1404,1
id_1405,0
id_1406,0
id_1407,1
id_1408,0
id_1409,1
id_1410,1
id_1411,1
id_1412,1
id_1413,0
id_1414,0
id_1415,1
id_1416,1
id_1417,1
id_1418,0
id_1419,0
id_1420,1
id_1421,1
id_1422,0
id_1423,0
id_1424,0
id_1425,1
id_1426,1
id_1427,0
id_1428,0
id_1429,1
id_1430,1
id_1431,1
id_1432,0
id_1433,1
id_1434,1
id_1435,0
id_1436,0
id_1437,0
id_1438,1
id_1439,0
id_1440,1
id_1441,1
id_1442,1
id_1443,0
id_1444,0
id_1445,1
id_1446,0
id_1447,1
id_1448,1
id_1449,1
id_1450,1
id_1451,1
id_1452,1
id_1453,1
id_1454,0
id_1455,0
id_1456,0
id_1457,1
id_1458,0
id_1459,1
id_1460,1
id_1461,1
id_1462,0
id_1463,1
id_1464,0
id_1465,1
id_1466,0
id_1467,1
id_1468,1
id_1469,1
id_1470,0
id_1471,0
id_1472,0
id_1473,1
id_1474,1
id_1475,0
id_1476,0
id_1477,1
id_1478,0
id_1479,1
id_1480,1
id_1481,0
id_1482,1
id_1483,0
id_1484,0
id_1485,0
id_1486,1
id_1487,1
id_1488,1
id_1489,1
id_1490,1
id_1491,1
id_1492,1
id_1493,1
id_1494,0
id_1495,1
id_1496,0
id_1497,1
id_1498,1
id_1499,1
id_1500,0
id_1501,1
id_1502,1
id_1503,0
id_1504,0
id_1505,1
id_1506,0
id_1507,0
id_1508,1
id_1509,1
id_1510,1
id_1511,1
id_1512,0
id_1513,1
id_1514,0
id_1515,1
id_1516,0
id_1517,1
id_1518,0
id_1519,0
id_1520,1
id_1521,0
id_1522,1
id_1523,0
id_1524,1
id_1525,0
id_1526,0
id_1527,0
id_1528,1
id_1529,0
id_1530,0
id_1531,0
id_1532,0
id_1533,1
id_1534,1
id_1535,1
id_1536,0
id_1537,0
id_1538,1
id_1539,1
id_1540,1
id_1541,1
id_1542,0
id_1543,0
id_1544,0
id_1545,1
id_1546,0
id_1547,0
id_1548,1
id_1549,1
id_1550,1
id_1551,0
id_1552,1
id_1553,0
id_1554,1
id_1555,0
id_1556,1
id_1557,0
id_1558,1
id_1559,0
id_1560,0
id_1561,0
id_1562,1
id_1563,1
id_1564,1
id_1565,0
id_1566,1
id_1567,0
id_1568,1
id_1569,0
id_1570,1
id_1571,1
id_1572,0
id_1573,1
id_1574,1
id_1575,0
id_1576,0
id_1577,1
id_1578,0
id_1579,1
id_1580,1
id_1581,0
id_1582,1
id_1583,0
id_1584,1
id_1585,0
id_1586,1
id_1587,1
id_1588,1
id_1589,1
id_1590,1
id_1591,1
id_1592,1
id_1593,1
id_1594,0
id_1595,1
id_1596,0
id_1597,1
id_1598,1
id_1599,1
id_1600,0
id_1601,0
id_1602,1
id_1603,1
id_1604,0
id_1605,0
id_1606,1
id_1607,0
id_1608,0
id_1609,0
id_1610,0
id_1611,0
id_1612,0
id_1613,0
id_1614,1
id_1615,0
id_1616,1
id_1617,0
id_1618,1
id_1619,1
id_1620,0
id_1621,0
id_1622,1
id_1623,1
id_1624,1
id_1625,0
id_1626,0
id_1627,1
id_1628,0
id_1629,1
id_1630,0
id_1631,1
id_1632,0
id_1633,1
id_1634,1
id_1635,0
id_1636,1
id_1637,0
id_1638,1
id_1639,0
id_1640,1
id_1641,1
id_1642,0
id_1643,0
id_1644,1
id_1645,0
id_1646,1
id_1647,0
id_1648,1
id_1649,1
id_1650,1
id_1651,0
id_1652,1
id_1653,1
id_1654,1
id_1655,0
id_1656,1
id_1657,0
id_1658,0
id_1659,1
id_1660,1
id_1661,1
id_1662,1
id_1663,1
id_1664,1
id_1665,0
id_1666,0
id_1667,1
id_1668,0
id_1669,0
id_1670,1
id_1671,0
id_1672,0
id_1673,1
id_1674,1
id_1675,1
id_1676,0
id_1677,1
id_1678,0
id_1679,0
id_1680,1
id_1681,0
id_1682,0
id_1683,1
id_1684,1
id_1685,0
id_1686,1
id_1687,1
id_1688,1
id_1689,1
id_1690,1
id_1691,0
id_1692,0
id_1693,1
id_1694,1
id_1695,1
id_1696,1
id_1697,1
id_1698,1
id_1699,0
id_1700,0
id_1701,0
id_1702,0
id_1703,1
id_1704,1
id_1705,0
id_1706,1
id_1707,1
id_1708,1
id_1709,0
id_1710,1
id_1711,1
id_1712,1
id_1713,0
id_1714,1
id_1715,0
id_1716,1
id_1717,1
id_1718,1
id_1719,0
id_1720,1
id_1721,1
id_1722,1
id_1723,1
id_1724,0
id_1725,0
id_1726,0
id_1727,1
id_1728,0
id_1729,1
id_1730,1
id_1731,0
id_1732,0
id_1733,0
id_1734,0
id_1735,0
id_1736,1
id_1737,0
id_1738,1
id_1739,1
id_1740,0
id_1741,1
id_1742,1
id_1743,1
id_1744,0
id_1745,1
id_1746,0
id_1747,0
id_1748,1
id_1749,1
id_1750,0
id_1751,0
id_1752,0
id_1753,1
id_1754,0
id_1755,1
id_1756,1
id_1757,0
id_1758,0
id_1759,1
id_1760,0
id_1761,1
id_1762,1
id_1763,0
id_1764,1
id_1765,0
id_1766,1
id_1767,1
id_1768,1
id_1769,1
id_1770,1
id_1771,1
id_1772,1
id_1773,0
id_1774,0
id_1775,0
id_1776,1
id_1777,0
id_1778,0
id_1779,0
id_1780,1
id_1781,0
id_1782,1
id_1783,1
id_1784,0
id_1785,0
id_1786,1
id_1787,1
id_1788,0
id_1789,1
id_1790,1
id_1791,1
id_1792,0
id_1793,1
id_1794,1
id_1795,1
id_1796,1
id_1797,1
id_1798,1
id_1799,1
id_1800,0
id_1801,1
id_1802,0
id_1803,0
id_1804,0
id_1805,1
id_1806,0
id_1807,1
id_1808,1
id_1809,0
id_1810,0
id_1811,0
id_1812,1
id_1813,0
id_1814,0
id_1815,1
id_1816,0
id_1817,0
id_1818,0
id_1819,0
id_1820,1
id_1821,0
id_1822,1
id_1823,1
id_1824,0
id_1825,1
id_1826,1
id_1827,1
id_1828,0
id_1829,0
id_1830,1
id_1831,1
id_1832,1
id_1833,0
id_1834,1
id_1835,0
id_1836,1
id_1837,0
id_1838,0
id_1839,0
id_1840,0
id_1841,1
id_1842,1
id_1843,1
id_1844,1
id_1845,1
id_1846,0
id_1847,1
id_1848,1
id_1849,0
id_1850,1
id_1851,0
id_1852,0
id_1853,1
id_1854,0
id_1855,0
id_1856,1
id_1857,0
id_1858,0
id_1859,1
id_1860,1
id_1861,1
id_1862,0
id_1863,1
id_1864,0
id_1865,0
id_1866,0
id_1867,0
id_1868,0
id_1869,0
id_1870,1
id_1871,1
id_1872,1
id_1873,1
id_1874,0
id_1875,1
id_1876,0
id_1877,1
id_1878,1
id_1879,1
id_1880,1
id_1881,1
id_1882,1
id_1883,0
id_1884,0
id_1885,1
id_1886,0
id_1887,1
id_1888,1
id_1889,1
id_1890,0
id_1891,0
id_1892,0
id_1893,1
id_1894,0
id_1895,1
id_1896,0
id_1897,0
id_1898,0
id_1899,1
id_1900,1
id_1901,1
id_1902,0
id_1903,1
id_1904,1
id_1905,0
id_1906,0
id_1907,0
id_1908,1
id_1909,0
id_1910,1
id_1911,1
id_1912,1
id_1913,0
id_1914,1
id_1915,1
id_1916,1
id_1917,1
id_1918,0
id_1919,1
id_1920,0
id_1921,1
id_1922,0
id_1923,1
id_1924,1
id_1925,1
id_1926,1
id_1927,0
id_1928,0
id_1929,0
id_1930,1
id_1931,1
id_1932,1
id_1933,1
id_1934,0
id_1935,0
id_1936,0
id_1937,0
id_1938,0
id_1939,1
id_1940,1
id_1941,0
id_1942,1
id_1943,0
id_1944,0
id_1945,0
id_1946,0
id_1947,0
id_1948,1
id_1949,1
id_1950,1
id_1951,0
id_1952,1
id_1953,0
id_1954,1
id_1955,1
id_1956,1
id_1957,1
id_1958,0
id_1959,1
id_1960,1
id_1961,1
id_1962,0
id_1963,1
id_1964,1
id_1965,1
id_1966,1
id_1967,0
id_1968,0
id_1969,0
id_1970,1
id_1971,1
id_1972,1
id_1973,1
id_1974,0
id_1975,1
id_1976,1
id_1977,1
id_1978,1
id_1979,0
id_1980,1
id_1981,0
id_1982,1
id_1983,0
id_1984,1
id_1985,1
id_1986,1
id_1987,0
id_1988,0
id_1989,0
id_1990,0
id_1991,0
id_1992,0
id_1993,0
id_1994,1
id_1995,0
id_1996,1
id_1997,1
id_1998,1
id_1999,0
id_2000,0
id_2001,0
id_2002,1
id_2003,0
id_2004,1
id_2005,0
id_2006,0
id_2007,0
id_2008,0
id_2009,0
id_2010,1
id_2011,0
id_2012,1
id_2013,0
id_2014,1
id_2015,1
id_2016,1
id_2017,0
id_2018,1
id_2019,0
id_2020,1
id_2021,1
id_2022,0
id_2023,0
id_2024,0
id_2025,1
id_2026,1
id_2027,0
id_2028,1
id_2029,0
id_2030,1
id_2031,1
id_2032,1
id_2033,0
id_2034,1
id_2035,1
id_2036,1
id_2037,1
id_2038,1
id_2039,1
id_2040,0
id_2041,1
id_2042,0
id_2043,0
id_2044,0
id_2045,1
id_2046,1
id_2047,0
id_2048,0
id_2049,0
id_2050,1
id_2051,1
id_2052,0
id_2053,1
id_2054,0
id_2055,1
id_2056,0
id_2057,1
id_2058,0
id_2059,1
id_2060,1
id_2061,0
id_2062,0
id_2063,1
id_2064,1
id_2065,0
id_2066,1
id_2067,1
id_2068,1
id_2069,1
id_2070,1
id_2071,0
id_2072,1
id_2073,1
id_2074,1
id_2075,1
id_2076,0
id_2077,0
id_2078,0
id_2079,1
id_2080,1
id_2081,0
id_2082,1
id_2083,1
id_2084,1
id_2085,1
id_2086,1
id_2087,1
id_2088,0
id_2089,0
id_2090,1
id_2091,1
id_2092,1
id_2093,0
id_2094,1
id_2095,1
id_2096,0
id_2097,1
id_2098,0
id_2099,0
id_2100,1
id_2101,1
id_2102,0
id_2103,1
id_2104,1
id_2105,0
id_2106,0
id_2107,0
id_2108,0
id_2109,1
id_2110,1
id_2111,0
id_2112,1
id_2113,0
id_2114,1
id_2115,1
id_2116,1
id_2117,1
id_2118,0
id_2119,1
id_2120,0
id_2121,1
id_2122,1
id_2123,0
id_2124,1
id_2125,1
id_2126,1
id_2127,1
id_2128,0
id_2129,0
id_2130,1
id_2131,1
id_2132,0
id_2133,1
id_2134,0
id_2135,1
id_2136,0
id_2137,1
id_2138,0
id_2139,1
id_2140,0
id_2141,1
